id,cidade,cidade_estado,latitude,longitude,estado,valor
4373,APIUNA,APIUNA - SC,-27.03,-49.39,SC,50704.9793
4374,ARABUTA,ARABUTA - SC,-27.16,-52.14,SC,26756.04449
4375,ARAQUARI,ARAQUARI - SC,-26.37,-48.72,SC,115262.9524
4376,ARARANGUA,ARARANGUA - SC,-28.93,-49.48,SC,304454.045
4377,ARMAZEM,ARMAZEM - SC,-28.26,-49.01,SC,44862.48353
4378,ARROIO TRINTA,ARROIO TRINTA - SC,-26.93,-51.33,SC,23402.58523
4379,ARVOREDO,ARVOREDO - SC,-27.07,-52.45,SC,16900.42285
4380,ASCURRA,ASCURRA - SC,-26.95,-49.37,SC,46923.71525
4381,ATALANTA,ATALANTA - SC,-27.42,-49.78,SC,22347.73914
4382,AURORA,AURORA - SC,-27.31,-49.63,SC,41460.86681
4383,BALNEARIO ARROIO DO SILVA,BALNEARIO ARROIO DO SILVA - SC,-28.98,-49.41,SC,32309.13829
4384,BALNEARIO BARRA DO SUL,BALNEARIO BARRA DO SUL - SC,-26.45,-48.61,SC,26224.2982
4385,BALNEARIO CAMBORIU,BALNEARIO CAMBORIU - SC,-26.99,-48.63,SC,350602.7588
4386,BALNEARIO GAIVOTA,BALNEARIO GAIVOTA - SC,-29.15,-49.57,SC,27957.28836
4387,BANDEIRANTE,BANDEIRANTE - SC,-26.76,-53.63,SC,23786.58168
4388,BARRA BONITA,BARRA BONITA - SC,-26.65,-53.44,SC,15049.01249
4389,BARRA VELHA,BARRA VELHA - SC,-26.63,-48.68,SC,89650.70795
4390,BELA VISTA DO TOLDO,BELA VISTA DO TOLDO - SC,-26.27,-50.46,SC,38718.64284
4391,BELMONTE,BELMONTE - SC,-26.84,-53.57,SC,17935.90432
4392,BENEDITO NOVO,BENEDITO NOVO - SC,-26.78,-49.36,SC,59635.08036
4393,BIGUACU,BIGUACU - SC,-27.49,-48.65,SC,271800.2287
4394,BLUMENAU,BLUMENAU - SC,-26.91,-49.06,SC,1566887.086
4395,BOCAINA DO SUL,BOCAINA DO SUL - SC,-27.74,-49.94,SC,19636.68073
4396,BOM JARDIM DA SERRA,BOM JARDIM DA SERRA - SC,-28.33,-49.62,SC,27347.73457
4397,BOM JESUS,BOM JESUS - SC,-26.73,-52.39,SC,14008.10296
4398,BOM JESUS DO OESTE,BOM JESUS DO OESTE - SC,-26.69,-53.09,SC,14848.34538
4399,BOM RETIRO,BOM RETIRO - SC,-27.79,-49.48,SC,54490.91466
4400,BOMBINHAS,BOMBINHAS - SC,-27.13,-48.51,SC,39302.34581
4401,BOTUVERA,BOTUVERA - SC,-27.19,-49.07,SC,26447.56001
4402,BRACO DO NORTE,BRACO DO NORTE - SC,-28.27,-49.16,SC,131830.3204
4403,BRACO DO TROMBUDO,BRACO DO TROMBUDO - SC,-27.35,-49.88,SC,20475.86557
4404,BRUNOPOLIS,BRUNOPOLIS - SC,-27.3,-50.86,SC,20907.77582
4405,BRUSQUE,BRUSQUE - SC,-27.09,-48.91,SC,463585.173
4406,CACADOR,CACADOR - SC,-26.77,-51.01,SC,400186.808
4407,CAIBI,CAIBI - SC,-27.07,-53.24,SC,44323.84979
4408,CALMON,CALMON - SC,-26.6,-51.09,SC,15297.55184
4409,CAMBORIU,CAMBORIU - SC,-27.02,-48.65,SC,232761.8396
4410,CAMPO ALEGRE,CAMPO ALEGRE - SC,-26.19,-49.26,SC,65219.07407
4411,CAMPO BELO DO SUL,CAMPO BELO DO SUL - SC,-27.89,-50.76,SC,56666.33575
4412,CAMPO ERE,CAMPO ERE - SC,-26.39,-53.07,SC,71148.08996
4413,CAMPOS NOVOS,CAMPOS NOVOS - SC,-27.4,-51.22,SC,195148.5871
4414,CANELINHA,CANELINHA - SC,-27.26,-48.76,SC,55598.95574
4415,CANOINHAS,CANOINHAS - SC,-26.17,-50.39,SC,342383.8613
4416,CAPAO ALTO,CAPAO ALTO - SC,-27.93,-50.51,SC,19612.40872
4417,CAPINZAL,CAPINZAL - SC,-27.34,-51.61,SC,94160.26003
4418,CAPIVARI DE BAIXO,CAPIVARI DE BAIXO - SC,-28.44,-48.95,SC,116463.5822
4419,CATANDUVAS,CATANDUVAS - SC,-27.07,-51.66,SC,46763.3497
4420,CAXAMBU DO SUL,CAXAMBU DO SUL - SC,-27.16,-52.87,SC,38261.38427
4421,CELSO RAMOS,CELSO RAMOS - SC,-27.63,-51.33,SC,20589.6843
4422,CERRO NEGRO,CERRO NEGRO - SC,-27.79,-50.87,SC,28732.69418
4423,CHAPADAO DO LAGEADO,CHAPADAO DO LAGEADO - SC,-27.59,-49.55,SC,16105.21909
4424,CHAPECO,CHAPECO - SC,-27.09,-52.61,SC,811251.6359
4425,COCAL DO SUL,COCAL DO SUL - SC,-28.6,-49.32,SC,84936.97937
4426,CONCORDIA,CONCORDIA - SC,-27.23,-52.02,SC,348310.9301
4427,CORDILHEIRA ALTA,CORDILHEIRA ALTA - SC,-26.98,-52.6,SC,18513.29671
4428,CORONEL FREITAS,CORONEL FREITAS - SC,-26.9,-52.7,SC,65429.15401
4429,CORONEL MARTINS,CORONEL MARTINS - SC,-26.51,-52.66,SC,20154.81096
4430,CORREIA PINTO,CORREIA PINTO - SC,-27.58,-50.36,SC,90894.54828
4431,CORUPA,CORUPA - SC,-26.42,-49.24,SC,68383.65648
4432,CRICIUMA,CRICIUMA - SC,-28.67,-49.37,SC,1079198.719
4433,CUNHA PORA,CUNHA PORA - SC,-26.89,-53.16,SC,66096.48648
4434,CUNHATAI,CUNHATAI - SC,-26.96,-53.09,SC,11659.76378
4435,CURITIBANOS,CURITIBANOS - SC,-27.28,-50.58,SC,216627.6376
4436,DESCANSO,DESCANSO - SC,-26.82,-53.5,SC,64889.27081
4437,DIONISIO CERQUEIRA,DIONISIO CERQUEIRA - SC,-26.25,-53.64,SC,86310.98168
4438,DONA EMMA,DONA EMMA - SC,-26.98,-49.72,SC,24170.2881
4439,DOUTOR PEDRINHO,DOUTOR PEDRINHO - SC,-26.71,-49.48,SC,19242.38404
4440,ENTRE RIOS,ENTRE RIOS - SC,-26.72,-52.56,SC,18611.74141
4441,ERMO,ERMO - SC,-28.98,-49.64,SC,13411.36745
4442,ERVAL VELHO,ERVAL VELHO - SC,-27.27,-51.44,SC,30375.83492
4443,FAXINAL DOS GUEDES,FAXINAL DOS GUEDES - SC,-26.85,-52.26,SC,68052.99711
4444,FLOR DO SERTAO,FLOR DO SERTAO - SC,-26.77,-53.34,SC,11368.08877
4445,FLORIANOPOLIS,FLORIANOPOLIS - SC,-27.59,-48.54,SC,1782605.181
4446,FORMOSA DO SUL,FORMOSA DO SUL - SC,-26.64,-52.79,SC,18977.52606
4447,FORQUILHINHA,FORQUILHINHA - SC,-28.74,-49.47,SC,99072.39976
4448,FRAIBURGO,FRAIBURGO - SC,-27.02,-50.92,SC,184298.1377
4449,FREI ROGERIO,FREI ROGERIO - SC,-27.17,-50.8,SC,16843.52077
4450,GALVAO,GALVAO - SC,-26.45,-52.68,SC,27599.80842
4451,GAROPABA,GAROPABA - SC,-28.02,-48.61,SC,70398.4631
4452,GARUVA,GARUVA - SC,-26.02,-48.85,SC,68423.35289
4453,GASPAR,GASPAR - SC,-26.93,-48.95,SC,245387.2064
4454,GOVERNADOR CELSO RAMOS,GOVERNADOR CELSO RAMOS - SC,-27.31,-48.55,SC,75003.62139
4455,GRAO PARA,GRAO PARA - SC,-28.18,-49.21,SC,38534.73699
4456,GRAVATAL,GRAVATAL - SC,-28.33,-49.03,SC,56368.72619
4457,GUABIRUBA,GUABIRUBA - SC,-27.08,-48.98,SC,69705.80875
4458,GUARACIABA,GUARACIABA - SC,-26.59,-53.51,SC,77218.89238
4459,GUARAMIRIM,GUARAMIRIM - SC,-26.47,-49,SC,130445.8382
4460,GUARUJA DO SUL,GUARUJA DO SUL - SC,-26.38,-53.52,SC,31766.33068
4461,GUATAMBU,GUATAMBU - SC,-27.13,-52.78,SC,27818.25235
4462,HERVAL D'OESTE,HERVAL D'OESTE - SC,-27.19,-51.49,SC,128416.6452
4463,IBIAM,IBIAM - SC,-27.18,-51.23,SC,11539.70049
4464,IBICARE,IBICARE - SC,-27.09,-51.36,SC,25678.9524
4465,IBIRAMA,IBIRAMA - SC,-27.05,-49.51,SC,87423.34786
4466,ICARA,ICARA - SC,-28.71,-49.3,SC,268373.8722
4467,ILHOTA,ILHOTA - SC,-26.9,-48.82,SC,62531.19545
4468,IMARUI,IMARUI - SC,-28.34,-48.82,SC,92416.1285
4469,IMBITUBA,IMBITUBA - SC,-28.24,-48.67,SC,219641.851
4470,IMBUIA,IMBUIA - SC,-27.49,-49.42,SC,35515.14176
4471,INDAIAL,INDAIAL - SC,-26.89,-49.23,SC,215887.8631
4472,IOMERE,IOMERE - SC,-27,-51.24,SC,17472.13205
4473,IPIRA,IPIRA - SC,-27.4,-51.77,SC,30476.04484
4474,IPORA DO OESTE,IPORA DO OESTE - SC,-26.98,-53.53,SC,49894.27586
4475,IPUACU,IPUACU - SC,-26.63,-52.45,SC,36070.90525
4476,IPUMIRIM,IPUMIRIM - SC,-27.07,-52.13,SC,42725.76987
4477,IRACEMINHA,IRACEMINHA - SC,-26.82,-53.27,SC,34962.98464
4478,IRANI,IRANI - SC,-27.02,-51.9,SC,55563.11358
4479,IRATI,IRATI - SC,-26.65,-52.89,SC,17414.34121
4480,IRINEOPOLIS,IRINEOPOLIS - SC,-26.23,-50.8,SC,60317.28251
4481,ITA,ITA - SC,-27.29,-52.32,SC,41809.43526
4482,ITAIOPOLIS,ITAIOPOLIS - SC,-26.33,-49.9,SC,111862.2955
4483,ITAJAI,ITAJAI - SC,-26.9,-48.66,SC,813227.6781
4484,ITAPEMA,ITAPEMA - SC,-27.09,-48.61,SC,110782.3438
4485,ITAPIRANGA,ITAPIRANGA - SC,-27.16,-53.71,SC,90486.15771
4486,ITAPOA,ITAPOA - SC,-26.11,-48.61,SC,35909.69255
4487,ITUPORANGA,ITUPORANGA - SC,-27.41,-49.6,SC,122727.3982
4488,JABORA,JABORA - SC,-27.17,-51.73,SC,26322.85787
4489,JACINTO MACHADO,JACINTO MACHADO - SC,-28.99,-49.76,SC,73004.43466
4490,JAGUARUNA,JAGUARUNA - SC,-28.61,-49.02,SC,87856.98562
4491,JARAGUA DO SUL,JARAGUA DO SUL - SC,-26.48,-49.06,SC,647209.7306
4492,JARDINOPOLIS,JARDINOPOLIS - SC,-26.72,-52.86,SC,13204.29796
4493,JOACABA,JOACABA - SC,-27.17,-51.5,SC,142479.6652
4494,JOINVILLE,JOINVILLE - SC,-26.3,-48.84,SC,397951
4495,JOSE BOITEUX,JOSE BOITEUX - SC,-26.95,-49.62,SC,29984.7493
4496,JUPIA,JUPIA - SC,-26.39,-52.72,SC,15141.44359
4497,LACERDOPOLIS,LACERDOPOLIS - SC,-27.26,-51.55,SC,13184.38976
4498,LAGES,LAGES - SC,-27.81,-50.32,SC,868267.6093
4499,LAGUNA,LAGUNA - SC,-28.48,-48.78,SC,269561.8512
4500,LAJEADO GRANDE,LAJEADO GRANDE - SC,-26.85,-52.56,SC,9350.869962
4501,LAURENTINO,LAURENTINO - SC,-27.21,-49.73,SC,28692.79422
4502,LAURO MULLER,LAURO MULLER - SC,-28.39,-49.39,SC,82539.47288
4503,LEBON REGIS,LEBON REGIS - SC,-26.92,-50.69,SC,78699.98369
4504,LEOBERTO LEAL,LEOBERTO LEAL - SC,-27.5,-49.28,SC,25726.28522
4505,LINDOIA DO SUL,LINDOIA DO SUL - SC,-27.05,-52.06,SC,34023.93873
4506,LONTRAS,LONTRAS - SC,-27.16,-49.54,SC,54274.96118
4507,LUIZ ALVES,LUIZ ALVES - SC,-26.72,-48.93,SC,45856.78322
4508,LUZERNA,LUZERNA - SC,-27.13,-51.46,SC,36693.84416
4509,MACIEIRA,MACIEIRA - SC,-26.85,-51.37,SC,11521.3391
4510,MAFRA,MAFRA - SC,-26.11,-49.8,SC,316257.2247
4511,MAJOR GERCINO,MAJOR GERCINO - SC,-27.41,-48.95,SC,24720.16268
4512,MAJOR VIEIRA,MAJOR VIEIRA - SC,-26.36,-50.32,SC,44656.83831
4513,MARACAJA,MARACAJA - SC,-28.84,-49.45,SC,34122.83182
4514,MARAVILHA,MARAVILHA - SC,-26.76,-53.17,SC,115198.8325
4515,MAREMA,MAREMA - SC,-26.8,-52.62,SC,18196.06416
4516,MASSARANDUBA,MASSARANDUBA - SC,-26.61,-49,SC,72218.85001
4517,MATOS COSTA,MATOS COSTA - SC,-26.47,-51.14,SC,20738.39189
4518,MELEIRO,MELEIRO - SC,-28.82,-49.63,SC,43099.02151
4519,MIRIM DOCE,MIRIM DOCE - SC,-27.19,-50.07,SC,17123.36687
4520,MODELO,MODELO - SC,-26.77,-53.05,SC,27171.75147
4521,MONDAI,MONDAI - SC,-27.1,-53.4,SC,64218.94024
4522,MONTE CARLO,MONTE CARLO - SC,-27.22,-50.98,SC,47974.216
4523,MONTE CASTELO,MONTE CASTELO - SC,-26.46,-50.23,SC,52476.69021
4524,MORRO DA FUMACA,MORRO DA FUMACA - SC,-28.65,-49.21,SC,82980.61117
4525,MORRO GRANDE,MORRO GRANDE - SC,-28.8,-49.72,SC,17544.75932
4526,NAVEGANTES,NAVEGANTES - SC,-26.89,-48.65,SC,201671.5865
4527,NOVA ERECHIM,NOVA ERECHIM - SC,-26.9,-52.9,SC,20641.50062
4528,NOVA ITABERABA,NOVA ITABERABA - SC,-26.94,-52.81,SC,30130.52577
4529,NOVA TRENTO,NOVA TRENTO - SC,-27.28,-48.93,SC,56611.59248
4530,NOVA VENEZA,NOVA VENEZA - SC,-28.63,-49.49,SC,64568.78127
4531,NOVO HORIZONTE,NOVO HORIZONTE - SC,-26.44,-52.83,SC,22477.70336
4532,ORLEANS,ORLEANS - SC,-28.35,-49.29,SC,134835.8978
4533,OTACILIO COSTA,OTACILIO COSTA - SC,-27.48,-50.12,SC,85235.41806
4534,OURO,OURO - SC,-27.34,-51.61,SC,44806.27167
4535,OURO VERDE,OURO VERDE - SC,-26.69,-52.31,SC,16415.10875
4536,PAIAL,PAIAL - SC,-27.25,-52.49,SC,13250.20967
4537,PAINEL,PAINEL - SC,-27.92,-50.1,SC,13624.55163
4538,PALHOCA,PALHOCA - SC,-27.64,-48.66,SC,503392.5021
4539,PALMA SOLA,PALMA SOLA - SC,-26.34,-53.27,SC,54956.23694
4540,PALMEIRA,PALMEIRA - SC,-27.58,-50.15,SC,12564.29204
4541,PALMITOS,PALMITOS - SC,-27.06,-53.16,SC,107537.3105
4542,PAPANDUVA,PAPANDUVA - SC,-26.37,-50.14,SC,106609.6315
4543,PARAISO,PARAISO - SC,-26.61,-53.67,SC,35372.91317
4544,PASSO DE TORRES,PASSO DE TORRES - SC,-29.31,-49.72,SC,24933.02585
4545,PASSOS MAIA,PASSOS MAIA - SC,-26.78,-52.05,SC,29063.1466
4546,PAULO LOPES,PAULO LOPES - SC,-27.96,-48.68,SC,34050.51251
4547,PEDRAS GRANDES,PEDRAS GRANDES - SC,-28.43,-49.18,SC,30396.0611
4548,PENHA,PENHA - SC,-26.76,-48.64,SC,97953.72421
4549,PERITIBA,PERITIBA - SC,-27.37,-51.9,SC,20611.86834
4550,PETROLANDIA,PETROLANDIA - SC,-27.53,-49.69,SC,46268.09698
4551,PICARRAS,PICARRAS - SC,-26.76,-48.67,SC,63312.2935
4552,PINHALZINHO,PINHALZINHO - SC,-26.84,-52.99,SC,72440.78486
4553,PINHEIRO PRETO,PINHEIRO PRETO - SC,-27.05,-51.23,SC,18235.62749
4554,PIRATUBA,PIRATUBA - SC,-27.42,-51.77,SC,27048.10417
4555,PLANALTO ALEGRE,PLANALTO ALEGRE - SC,-27.07,-52.86,SC,17788.60082
4556,POMERODE,POMERODE - SC,-26.74,-49.17,SC,135886.5404
4557,PONTE ALTA,PONTE ALTA - SC,-27.48,-50.38,SC,31341.81327
4558,PONTE ALTA DO NORTE,PONTE ALTA DO NORTE - SC,-27.15,-50.46,SC,19029.72635
4559,PONTE SERRADA,PONTE SERRADA - SC,-26.87,-52.01,SC,72292.46755
4560,PORTO BELO,PORTO BELO - SC,-27.15,-48.55,SC,48732.39768
4561,PORTO UNIAO,PORTO UNIAO - SC,-26.23,-51.07,SC,186904.6517
4562,POUSO REDONDO,POUSO REDONDO - SC,-27.25,-49.93,SC,77361.92182
4563,PRAIA GRANDE,PRAIA GRANDE - SC,-29.19,-49.95,SC,47908.88945
4564,PRESIDENTE CASTELO BRANCO,PRESIDENTE CASTELO BRANCO - SC,-27.22,-51.8,SC,11611.36874
4565,PRESIDENTE GETULIO,PRESIDENTE GETULIO - SC,-27.05,-49.62,SC,74083.20024
4566,PRESIDENTE NEREU,PRESIDENTE NEREU - SC,-27.27,-49.39,SC,17034.30999
4567,PRINCESA,PRINCESA - SC,-26.44,-53.59,SC,16342.80987
4568,QUILOMBO,QUILOMBO - SC,-26.72,-52.72,SC,65095.58967
4569,RANCHO QUEIMADO,RANCHO QUEIMADO - SC,-27.67,-49.02,SC,15994.46314
4570,RIO DAS ANTAS,RIO DAS ANTAS - SC,-26.89,-51.07,SC,35148.7128
4571,RIO DO CAMPO,RIO DO CAMPO - SC,-26.94,-50.14,SC,44665.46616
4572,RIO DO OESTE,RIO DO OESTE - SC,-27.19,-49.79,SC,42419.80322
4573,RIO DO SUL,RIO DO SUL - SC,-27.21,-49.64,SC,324365.248
4574,RIO DOS CEDROS,RIO DOS CEDROS - SC,-26.73,-49.27,SC,59112.85451
4575,RIO FORTUNA,RIO FORTUNA - SC,-28.13,-49.1,SC,27837.1978
4576,RIO NEGRINHO,RIO NEGRINHO - SC,-26.25,-49.51,SC,198617.8947
4577,RIO RUFINO,RIO RUFINO - SC,-27.86,-49.77,SC,15846.13812
4578,RIQUEZA,RIQUEZA - SC,-27.06,-53.32,SC,34145.73589
4579,RODEIO,RODEIO - SC,-26.92,-49.36,SC,62851.93559
4580,ROMELANDIA,ROMELANDIA - SC,-26.67,-53.31,SC,48467.4338
4581,SALETE,SALETE - SC,-26.98,-50,SC,46542.45357
4582,SALTINHO,SALTINHO - SC,-26.6,-53.05,SC,33384.07565
4583,SALTO VELOSO,SALTO VELOSO - SC,-26.9,-51.4,SC,25361.64497
4584,SANGAO,SANGAO - SC,-28.63,-49.12,SC,43106.64322
4585,SANTA CECILIA,SANTA CECILIA - SC,-26.96,-50.42,SC,88651.62113
4586,SANTA HELENA,SANTA HELENA - SC,-26.93,-53.61,SC,16693.80407
4587,SANTA ROSA DE LIMA,SANTA ROSA DE LIMA - SC,-28.03,-49.12,SC,11692.1552
4588,SANTA ROSA DO SUL,SANTA ROSA DO SUL - SC,-29.13,-49.7,SC,50310.61439
4589,SANTA TEREZINHA,SANTA TEREZINHA - SC,-26.77,-50,SC,52965.86705
4590,SANTA TEREZINHA DO PROGRESSO,SANTA TEREZINHA DO PROGRESSO - SC,-26.61,-53.2,SC,21744.51
4591,SANTIAGO DO SUL,SANTIAGO DO SUL - SC,-26.63,-52.68,SC,11561.8899
4592,SANTO AMARO DA IMPERATRIZ,SANTO AMARO DA IMPERATRIZ - SC,-27.68,-48.77,SC,101695.1354
4593,SAO BENTO DO SUL,SAO BENTO DO SUL - SC,-26.25,-49.37,SC,355567.7069
4594,SAO BERNARDINO,SAO BERNARDINO - SC,-26.47,-52.96,SC,21635.99797
4595,SAO BONIFACIO,SAO BONIFACIO - SC,-27.9,-48.92,SC,19646.88512
4596,SAO CARLOS,SAO CARLOS - SC,-27.07,-53,SC,68037.87339
4597,SAO CRISTOVAO DO SUL,SAO CRISTOVAO DO SUL - SC,-27.26,-50.44,SC,26061.41018
4598,SAO DOMINGOS,SAO DOMINGOS - SC,-26.55,-52.53,SC,60468.08913
4599,SAO FRANCISCO DO SUL,SAO FRANCISCO DO SUL - SC,-26.24,-48.63,SC,173029.1721
4600,SAO JOAO BATISTA,SAO JOAO BATISTA - SC,-27.27,-48.84,SC,91212.45307
4601,SAO JOAO DO ITAPERIU,SAO JOAO DO ITAPERIU - SC,-26.61,-48.76,SC,19984.39533
4602,SAO JOAO DO OESTE,SAO JOAO DO OESTE - SC,-27.09,-53.59,SC,45611.15886
4603,SAO JOAO DO SUL,SAO JOAO DO SUL - SC,-29.22,-49.81,SC,42599.0731
4604,SAO JOAQUIM,SAO JOAQUIM - SC,-28.29,-49.93,SC,140739.9035
4605,SAO JOSE,SAO JOSE - SC,-27.61,-48.62,SC,920620.3761
4606,SAO JOSE DO CEDRO,SAO JOSE DO CEDRO - SC,-26.45,-53.49,SC,91941.75413
4607,SAO JOSE DO CERRITO,SAO JOSE DO CERRITO - SC,-27.66,-50.58,SC,66650.14486
4608,SAO LOURENCO DO OESTE,SAO LOURENCO DO OESTE - SC,-26.35,-52.85,SC,128926.7601
4609,SAO LUDGERO,SAO LUDGERO - SC,-28.32,-49.17,SC,47455.16254
4610,SAO MARTINHO,SAO MARTINHO - SC,-28.16,-48.97,SC,20103.34179
4611,SAO MIGUEL DA BOA VISTA,SAO MIGUEL DA BOA VISTA - SC,-26.69,-53.25,SC,201476.3841
4612,SAO MIGUEL D'OESTE,SAO MIGUEL D'OESTE - SC,-26.72,-53.51,SC,13380.86889
4613,SAO PEDRO DE ALCANTARA,SAO PEDRO DE ALCANTARA - SC,-27.56,-48.8,SC,21343.06439
4614,SAUDADES,SAUDADES - SC,-26.92,-53,SC,57034.21148
4615,SCHROEDER,SCHROEDER - SC,-26.41,-49.07,SC,59162.0278
4616,SEARA,SEARA - SC,-27.14,-52.31,SC,105045.0646
4617,SERRA ALTA,SERRA ALTA - SC,-26.72,-53.04,SC,22417.5841
4618,SIDEROPOLIS,SIDEROPOLIS - SC,-28.59,-49.42,SC,66538.02249
4619,SOMBRIO,SOMBRIO - SC,-29.11,-49.61,SC,131203.7359
4620,SUL BRASIL,SUL BRASIL - SC,-26.73,-52.96,SC,21575.01869
4621,TAIO,TAIO - SC,-27.11,-49.99,SC,101958.6927
4622,TANGARA,TANGARA - SC,-27.1,-51.24,SC,60570.92791
4623,TIGRINHOS,TIGRINHOS - SC,-26.68,-53.15,SC,11692.60501
4624,TIJUCAS,TIJUCAS - SC,-27.24,-48.63,SC,122421.8895
4625,TIMBE DO SUL,TIMBE DO SUL - SC,-28.83,-49.84,SC,35381.41481
4626,TIMBO,TIMBO - SC,-26.82,-49.27,SC,174910.5592
4627,TIMBO GRANDE,TIMBO GRANDE - SC,-26.61,-50.67,SC,49343.62238
4628,TRES BARRAS,TRES BARRAS - SC,-26.1,-50.32,SC,115642.9076
4629,TREVISO,TREVISO - SC,-28.51,-49.45,SC,18259.57349
4630,TREZE DE MAIO,TREZE DE MAIO - SC,-28.55,-49.14,SC,39897.81698
4631,TREZE TILIAS,TREZE TILIAS - SC,-27,-51.4,SC,28751.98395
4632,TROMBUDO CENTRAL,TROMBUDO CENTRAL - SC,-27.29,-49.79,SC,40233.49313
4633,TUBARAO,TUBARAO - SC,-28.46,-49,SC,547775.4155
4634,TUNAPOLIS,TUNAPOLIS - SC,-26.96,-53.63,SC,33271.29766
4635,TURVO,TURVO - SC,-28.92,-49.67,SC,71437.82107
4636,UNIAO DO OESTE,UNIAO DO OESTE - SC,-26.76,-52.85,SC,23466.90083
4637,URUBICI,URUBICI - SC,-28.01,-49.59,SC,62051.23926
4638,URUPEMA,URUPEMA - SC,-27.95,-49.87,SC,15885.68836
4639,URUSSANGA,URUSSANGA - SC,-28.51,-49.32,SC,116055.4527
4640,VARGEAO,VARGEAO - SC,-26.86,-52.15,SC,23251.89497
4641,VARGEM,VARGEM - SC,-27.48,-50.97,SC,21024.58716
4642,VARGEM BONITA,VARGEM BONITA - SC,-27,-51.74,SC,33538.32555
4643,VIDAL RAMOS,VIDAL RAMOS - SC,-27.39,-49.35,SC,42947.85962
4644,VIDEIRA,VIDEIRA - SC,-27,-51.15,SC,247154.2772
4645,VITOR MEIRELES,VITOR MEIRELES - SC,-26.88,-49.83,SC,34520.71033
4646,WITMARSUM,WITMARSUM - SC,-26.92,-49.79,SC,24676.74005
4647,XANXERE,XANXERE - SC,-26.87,-52.4,SC,250166.564
4648,XAVANTINA,XAVANTINA - SC,-27.06,-52.34,SC,32570.18231
4649,XAXIM,XAXIM - SC,-26.96,-52.53,SC,151608.9494
4650,ZORTEA,ZORTEA - SC,-27.45,-51.55,SC,17509.82685
4651,AMPARO DE SAO FRANCISCO,AMPARO DE SAO FRANCISCO - SE,-10.13,-36.93,SE,13826.71126
4652,AQUIDABA,AQUIDABA - SE,-10.28,-37.01,SE,116494.6356
4653,ARACAJU,ARACAJU - SE,-10.91,-37.07,SE,428194
4654,ARAUA,ARAUA - SE,-11.26,-37.62,SE,68613.1075
4655,AREIA BRANCA,AREIA BRANCA - SE,-10.75,-37.31,SE,89746.1389
4656,BARRA DOS COQUEIROS,BARRA DOS COQUEIROS - SE,-10.9,-37.03,SE,108012.0499
4657,BOQUIM,BOQUIM - SE,-11.14,-37.62,SE,144378.4745
4658,BREJO GRANDE,BREJO GRANDE - SE,-10.42,-36.46,SE,46698.48942
4659,CAMPO DO BRITO,CAMPO DO BRITO - SE,-10.73,-37.49,SE,103379.3787
4660,CANHOBA,CANHOBA - SE,-10.13,-36.98,SE,25453.89521
4661,CANINDE DE SAO FRANCISCO,CANINDE DE SAO FRANCISCO - SE,-9.64,-37.78,SE,91725.01866
4662,CAPELA,CAPELA - SE,-10.5,-37.05,SE,160335.5917
4663,CARIRA,CARIRA - SE,-10.36,-37.7,SE,107509.428
4664,CARMOPOLIS,CARMOPOLIS - SE,-10.64,-36.98,SE,48660.94806
4665,CEDRO DE SAO JOAO,CEDRO DE SAO JOAO - SE,-10.25,-36.88,SE,35156.99377
4666,CRISTINAPOLIS,CRISTINAPOLIS - SE,-11.47,-37.75,SE,82665.56244
4667,CUMBE,CUMBE - SE,-10.35,-37.18,SE,22984.97537
4668,DIVINA PASTORA,DIVINA PASTORA - SE,-10.68,-37.14,SE,17601.77041
4669,ESTANCIA,ESTANCIA - SE,-11.26,-37.43,SE,371152.598
4670,FEIRA NOVA,FEIRA NOVA - SE,-10.26,-37.31,SE,29830.34765
4671,FREI PAULO,FREI PAULO - SE,-10.54,-37.53,SE,75727.41375
4672,GARARU,GARARU - SE,-9.96,-37.08,SE,61927.66326
4673,GENERAL MAYNARD,GENERAL MAYNARD - SE,-10.68,-36.98,SE,16265.73097
4674,GRACHO CARDOSO,GRACHO CARDOSO - SE,-10.22,-37.19,SE,35769.30002
4675,ILHA DAS FLORES,ILHA DAS FLORES - SE,-10.43,-36.54,SE,46296.36217
4676,INDIAROBA,INDIAROBA - SE,-11.51,-37.51,SE,76364.98798
4677,ITABAIANA,ITABAIANA - SE,-10.68,-37.42,SE,492631.9306
4678,ITABAIANINHA,ITABAIANINHA - SE,-11.27,-37.79,SE,217313.1499
4679,ITABI,ITABI - SE,-10.12,-37.1,SE,33019.50004
4680,ITAPORANGA D'AJUDA,ITAPORANGA D'AJUDA - SE,-10.99,-37.31,SE,141007.8225
4681,JAPARATUBA,JAPARATUBA - SE,-10.59,-36.94,SE,83363.83616
4682,JAPOATA,JAPOATA - SE,-10.34,-36.8,SE,64053.48736
4683,LAGARTO,LAGARTO - SE,-10.91,-37.65,SE,525616.6023
4684,LARANJEIRAS,LARANJEIRAS - SE,-10.8,-37.17,SE,138279.3293
4685,MACAMBIRA,MACAMBIRA - SE,-10.66,-37.54,SE,35721.73435
4686,MALHADA DOS BOIS,MALHADA DOS BOIS - SE,-10.34,-36.92,SE,17734.57025
4687,MALHADOR,MALHADOR - SE,-10.65,-37.3,SE,70780.79157
4688,MARUIM,MARUIM - SE,-10.73,-37.08,SE,94318.97558
4689,MOITA BONITA,MOITA BONITA - SE,-10.57,-37.34,SE,67998.50657
